ERS8392374	108495138	4422557
ERS8392375	89606660	1948784
ERS8392377	40613448	2113352
ERS8392378	38215091	1169495
ERS8392381	60653425	1908948
ERS8392382	110399889	2879574
ERS8392384	56671004	3275681
ERS8392386	34047130	1918994
ERS8392387	36605985	2391819
ERS8392388	75596749	2344453
ERS8392389	28671679	5086738
ERS8392391	32412044	1780034
ERS8392393	43850219	3894129
ERS8392398	60637108	1559496
ERS8392399	69297954	7922720
ERS8392410	196699791	4437673
ERS8392413	98186888	2968396
ERS8392415	86062620	2492831
ERS8392417	33568166	1596760
ERS8392420	99238423	2472001
ERS8392428	46380626	2162138
ERS8392431	115549310	2126248
ERS8392432	67362441	187901445
ERS8392442	66056132	2549553
ERS8392444	44568476	1475948
ERS8392445	225838649	5681447
ERS8392449	50147391	1815017
ERS8392452	88409104	2796730
ERS8392455	41312878	3833682
ERS8392464	62229923	1710390
ERS8392473	49983747	2389861
ERS8392475	31972163	4400893
ERS8392478	85419134	3746648
ERS8392484	63765060	2124702
ERS8392485	35263147	2012114
ERS8392492	87577036	2823859
ERS8392496	60097241	3018141
ERS8392497	61111381	3605780
ERS8392498	41272443	2269435
ERS8392502	94186182	2683182
ERS8392504	48795799	1285921
ERS8392508	80342165	3489613
ERS8392510	29582993	1161642
ERS8392511	65041635	2888049
ERS8392512	59274573	2970924
ERS8392515	53383033	3630760
ERS8392517	51425021	1513459
ERS8392520	76948865	4406416
ERS8392521	36211544	2170625
ERS8392523	56163320	1769510
ERS8392527	126297930	2956400
ERS8392528	43618903	1591360
ERS8392529	84426757	4908052
ERS8392532	154346017	6600003
ERS8392533	82681441	3509980
ERS8392536	82965316	4420203
ERS8392538	115394742	2310882
ERS8392539	118511260	4351970
ERS8392542	26895300	4102572
ERS8392549	52448607	2419132
ERS8392567	71926735	2162050
ERS8392568	77425753	2823490
ERS8392573	70672676	3214743
ERS8392576	96445227	2776150
ERS8392579	49990133	1958601
ERS8392582	40879348	2856302
ERS8392583	44845896	1540525
ERS8392584	62642451	3087145
ERS8392589	45331160	1596918
ERS8392590	62153318	3404870
ERS8392592	209235329	6598486
ERS8392601	30034849	1278919
ERS8392605	78473676	1930959
ERS8392611	69566383	2989897
ERS8392613	48087601	3274098
ERS8392620	42582388	1685424
ERS8392622	35665757	2523526
ERS8392630	33204803	1142870
ERS8392631	114345553	5079512
ERS8392640	159584216	4945393
ERS8392648	66801550	1762331
ERS8392652	255986147	10130365
ERS8392657	137900878	4032600
ERS8392659	56720418	1805211
ERS8392663	80876286	3245121
ERS8392668	39740217	2330086
ERS8392669	36158590	1437161
ERS8392670	130895517	4059024
ERS8392673	65044014	3080091
ERS8392684	39165367	930208
ERS8392686	35428113	1061901
ERS8392688	32458044	1609162
ERS8392694	31416804	2489708
ERS8392702	33463195	1404148
ERS8392704	57284207	2124271
ERS8392705	75505155	1425238
ERS8392707	36701208	1598673
ERS8392708	122270913	3081004
ERS8392710	41567611	2933883
ERS8392711	33674633	856516
ERS8392714	39695745	2517413
ERS8392715	101171173	6188542
ERS8392716	157092088	5599499
ERS8392720	125792316	4865766
ERS8392721	29257493	1513724
ERS8392723	85675650	4603025
ERS8392730	226946456	5056155
ERS8392735	48998563	4521386
ERS8392740	55316605	2919464
ERS8392741	82887702	3639605
ERS8392742	224873246	5635754
ERS8392749	61701825	2665831
ERS8392751	217378464	12340648
ERS8392752	34855301	1503270
ERS8392755	390312738	10232399
ERS8392758	91245598	4077870
ERS8392759	44575062	3697528
ERS8392760	115293743	9870690
ERS8392764	82155684	2396811
ERS8392770	50360849	2433423
ERS8392773	68890526	5920881
ERS8392784	52809104	4799046
ERS8392787	57315529	7568254
ERS8392792	120436570	4406610
ERS8392793	51350571	768803
ERS8392796	176335069	4963994
ERS8392797	35625866	2420737
ERS8392798	89895510	2239055
ERS8392802	42195106	1977794
ERS8392807	39487080	4862018
ERS8392809	140658995	7493826
ERS8392817	28950324	3891523
ERS8392824	43389817	2925986
ERS8392825	127823019	4337310
ERS8392830	50326066	3226069
ERS8392834	33499651	2824360
ERS8392839	42837928	1579666
ERS8392840	79662253	1723470
ERS8392842	55794059	3573578
ERS8392846	37325696	1497761
ERS8392851	121977479	5065467
ERS8392855	73402945	2137406
ERS8392859	40770604	2517426
ERS8392862	41751295	1886575
ERS8392867	41638115	2665754
ERS8392868	82285827	3061242
ERS8392870	33556806	1537073
ERS8392875	45210570	3391838
ERS8392877	92546150	3894977
ERS8392881	35803031	2429201
ERS8392882	69527626	6406423
ERS8392887	56228746	4003821
ERS8392890	47739590	2171758
ERS8392891	63204868	2443406
ERS8392892	33597062	1378782
ERS8392898	66282992	5424216
ERS8392900	45033798	1605278
ERS8392903	39006967	1098665
ERS8392908	58844669	1310523
ERS8392909	58666426	3180476
ERS8392910	39183312	14936882
ERS8392911	43216283	5339463
ERS8392912	55033270	2991662
ERS8392913	45989321	3065519
ERS8392920	32523667	1091486
ERS8392921	79468168	10593696
ERS8392922	51016471	2289953
ERS8392924	55158534	2654954
ERS8392926	51199337	3567920
ERS8392927	51013653	1015163
ERS8392928	38034562	2495557
ERS8392929	50841658	2096255
ERS8392932	119190748	5255716
ERS8392935	69181292	2413694
ERS8392939	46677382	2382459
ERS8392940	45169688	3623088
ERS8392944	122576169	3733370
ERS8392949	39887380	2607968
ERS8392956	29707463	1675103
ERS8392960	34427590	2559615
ERS8392965	44830577	2650718
ERS8392970	42382503	1930489
ERS8392974	149500484	9536090
ERS8392976	38020560	1616919
ERS8392994	30648592	1301368
ERS8393002	33265892	1304236
ERS8393006	33951495	2732726
ERS8393010	69889522	2372642
