ERS8392374	96179922	16737773
ERS8392375	81025905	10529539
ERS8392377	36087838	6638962
ERS8392378	33470892	5913694
ERS8392381	52951345	9611028
ERS8392382	96889257	16390206
ERS8392384	50220434	9726251
ERS8392386	30094521	5871603
ERS8392387	32615128	6382676
ERS8392388	67000507	10940695
ERS8392389	24778486	8979931
ERS8392391	29026712	5165366
ERS8392393	37331505	10412843
ERS8392398	54689996	7506608
ERS8392399	60338027	16882647
ERS8392410	176789673	24347791
ERS8392413	81884729	19270555
ERS8392415	76928182	11627269
ERS8392417	29301075	5863851
ERS8392420	88895886	12814538
ERS8392428	40880044	7662720
ERS8392431	106246572	11428986
ERS8392432	246390752	8873134
ERS8392442	60604561	8001124
ERS8392444	39381665	6662759
ERS8392445	200754710	30765386
ERS8392449	43984102	7978306
ERS8392452	77537851	13667983
ERS8392455	36644938	8501622
ERS8392464	58286163	5654150
ERS8392473	43915009	8458599
ERS8392475	28607678	7765378
ERS8392478	74106402	15059380
ERS8392484	57022240	8867522
ERS8392485	29461246	7814015
ERS8392492	75816708	14584187
ERS8392496	53944516	9170866
ERS8392497	53007938	11709223
ERS8392498	35190527	8351351
ERS8392502	83540547	13328817
ERS8392504	43780152	6301568
ERS8392508	70158960	13672818
ERS8392510	25515286	5229349
ERS8392511	59183564	8746120
ERS8392512	51381020	10864477
ERS8392515	44909991	12103802
ERS8392517	46338255	6600225
ERS8392520	68943284	12411997
ERS8392521	31646316	6735853
ERS8392523	49766778	8166052
ERS8392527	111942053	17312277
ERS8392528	38099675	7110588
ERS8392529	75050494	14284315
ERS8392532	133912531	27033489
ERS8392533	73833741	12357680
ERS8392536	71522217	15863302
ERS8392538	103152655	14552969
ERS8392539	104869176	17994054
ERS8392542	23291412	7706460
ERS8392549	46392526	8475213
ERS8392567	63968508	10120277
ERS8392568	70129925	10119318
ERS8392573	61311781	12575638
ERS8392576	86041645	13179732
ERS8392579	43611614	8337120
ERS8392582	35955999	7779651
ERS8392583	39951786	6434635
ERS8392584	53199078	12530518
ERS8392589	39022791	7905287
ERS8392590	54017200	11540988
ERS8392592	183256265	32577550
ERS8392601	26664992	4648776
ERS8392605	69843212	10561423
ERS8392611	63633464	8922816
ERS8392613	42300881	9060818
ERS8392620	36805840	7461972
ERS8392622	31906092	6283191
ERS8392630	29304782	5042891
ERS8392631	100179451	19245614
